,1,2,3,4,5
0.16666666666666666,(-6.993846288594793+0.005867092037427052j),(-4.25142424874572+0j),(-2.2435660964136606+0j),(-1.8477022021090745+0j),(-1+0j)
0.3333333333333333,(-0.7437110962275237+0j),(-1.4438583235274831+0j),(-1.7500000000000595+0j),(-2.3333333333333126+0j),(-1.5000000000000364+0j)
