,1,2,3,4,5
0.16666666666666666,(0.4056921127058484-0.6734117084332183j),(-0.38829733745744577-0.10223305014359658j),(-0.1400300674317752+0j),(-0.666666666666676+0j),(-1+0j)
0.3333333333333333,(-7.697912298219917+0j),(-5.31130766936048+0j),(-3.936751795439835+0j),(-2.847702202109096+0j),(-1.5000000000000702+0j)
