,1,2,3,4,5
0.16666666666666666,(-2.149410957411976+0j),(-2.8139590393627327+0j),(-3.250000000000007+0j),(-3.000000000000032+0j),(-2+0j)
0.3333333333333333,(1.2694693439393614+0j),(-3.7373868694901917+0j),(-2.2499999999998868+0j),(-0.6666666666666821+0j),(-1.5000000000000075+0j)
